0.154000E+02 0.949246E+00 0.324327E+00
0.155000E+02 0.948927E+00 0.324218E+00
0.156000E+02 0.948774E+00 0.324166E+00
0.157000E+02 0.948843E+00 0.324189E+00
0.158000E+02 0.949081E+00 0.324271E+00
0.159000E+02 0.949096E+00 0.324276E+00
0.160000E+02 0.948908E+00 0.324211E+00
0.161000E+02 0.948577E+00 0.324098E+00
0.162000E+02 0.948174E+00 0.323961E+00
0.163000E+02 0.947752E+00 0.323817E+00
0.164000E+02 0.947376E+00 0.323688E+00
0.165000E+02 0.947093E+00 0.323591E+00
0.166000E+02 0.946958E+00 0.323545E+00
0.167000E+02 0.947016E+00 0.323565E+00
0.168000E+02 0.947227E+00 0.323637E+00
0.169000E+02 0.947244E+00 0.323643E+00
0.170000E+02 0.947074E+00 0.323585E+00
0.171000E+02 0.946787E+00 0.323487E+00
0.172000E+02 0.946430E+00 0.323365E+00
0.173000E+02 0.946058E+00 0.323237E+00
0.174000E+02 0.945724E+00 0.323123E+00
0.175000E+02 0.945473E+00 0.323038E+00
0.176000E+02 0.945352E+00 0.322996E+00
0.177000E+02 0.945404E+00 0.323014E+00
0.178000E+02 0.945590E+00 0.323078E+00
0.179000E+02 0.945604E+00 0.323082E+00
0.180000E+02 0.945456E+00 0.323032E+00
0.181000E+02 0.945200E+00 0.322944E+00
0.182000E+02 0.944879E+00 0.322835E+00
0.183000E+02 0.944550E+00 0.322722E+00
0.184000E+02 0.944251E+00 0.322620E+00
0.185000E+02 0.944026E+00 0.322543E+00
0.186000E+02 0.943915E+00 0.322505E+00
0.187000E+02 0.943960E+00 0.322521E+00
0.188000E+02 0.944131E+00 0.322579E+00
0.189000E+02 0.944143E+00 0.322583E+00
0.190000E+02 0.944012E+00 0.322538E+00
0.191000E+02 0.943782E+00 0.322460E+00
0.192000E+02 0.943501E+00 0.322364E+00
0.193000E+02 0.943201E+00 0.322262E+00
0.194000E+02 0.942932E+00 0.322170E+00
0.195000E+02 0.942730E+00 0.322101E+00
0.196000E+02 0.942630E+00 0.322067E+00
0.197000E+02 0.942673E+00 0.322081E+00
0.198000E+02 0.942822E+00 0.322132E+00
0.199000E+02 0.942836E+00 0.322137E+00
