0.100000E+01 0.179709E+01 0.614007E+00
0.110000E+01 0.159881E+01 0.546263E+00
0.120000E+01 0.145401E+01 0.496788E+00
0.130000E+01 0.135410E+01 0.462652E+00
0.140000E+01 0.129297E+01 0.441766E+00
0.150000E+01 0.126613E+01 0.432596E+00
0.160000E+01 0.127021E+01 0.433991E+00
0.170000E+01 0.129431E+01 0.442223E+00
0.180000E+01 0.129240E+01 0.441572E+00
0.190000E+01 0.127057E+01 0.434114E+00
0.200000E+01 0.123933E+01 0.423438E+00
0.210000E+01 0.120553E+01 0.411890E+00
0.220000E+01 0.117372E+01 0.401022E+00
0.230000E+01 0.114691E+01 0.391864E+00
0.240000E+01 0.112712E+01 0.385101E+00
0.250000E+01 0.111566E+01 0.381187E+00
0.260000E+01 0.111342E+01 0.380419E+00
0.270000E+01 0.112085E+01 0.382960E+00
0.280000E+01 0.112526E+01 0.384464E+00
0.290000E+01 0.112051E+01 0.382841E+00
0.300000E+01 0.111032E+01 0.379361E+00
0.310000E+01 0.109753E+01 0.374990E+00
0.320000E+01 0.108428E+01 0.370465E+00
0.330000E+01 0.107225E+01 0.366354E+00
0.340000E+01 0.106271E+01 0.363093E+00
0.350000E+01 0.105664E+01 0.361019E+00
0.360000E+01 0.105480E+01 0.360391E+00
0.370000E+01 0.105778E+01 0.361411E+00
0.380000E+01 0.106114E+01 0.362559E+00
0.390000E+01 0.105955E+01 0.362015E+00
0.400000E+01 0.105474E+01 0.360369E+00
0.410000E+01 0.104815E+01 0.358119E+00
0.420000E+01 0.104098E+01 0.355670E+00
0.430000E+01 0.103420E+01 0.353355E+00
0.440000E+01 0.102862E+01 0.351447E+00
0.450000E+01 0.102490E+01 0.350174E+00
0.460000E+01 0.102357E+01 0.349721E+00
0.470000E+01 0.102509E+01 0.350241E+00
0.480000E+01 0.102743E+01 0.351039E+00
0.490000E+01 0.102677E+01 0.350814E+00
0.500000E+01 0.102401E+01 0.349872E+00
0.510000E+01 0.102003E+01 0.348511E+00
0.520000E+01 0.101556E+01 0.346983E+00
0.530000E+01 0.101122E+01 0.345502E+00
0.540000E+01 0.100757E+01 0.344253E+00
0.550000E+01 0.100505E+01 0.343395E+00
0.560000E+01 0.100408E+01 0.343061E+00
0.570000E+01 0.100498E+01 0.343369E+00
0.580000E+01 0.100665E+01 0.343940E+00
0.590000E+01 0.100634E+01 0.343835E+00
0.600000E+01 0.100457E+01 0.343231E+00
0.610000E+01 0.100191E+01 0.342322E+00
0.620000E+01 0.998862E+00 0.341279E+00
0.630000E+01 0.995856E+00 0.340252E+00
0.640000E+01 0.993280E+00 0.339372E+00
0.650000E+01 0.991473E+00 0.338755E+00
0.660000E+01 0.990732E+00 0.338501E+00
0.670000E+01 0.991317E+00 0.338701E+00
0.680000E+01 0.992561E+00 0.339126E+00
0.690000E+01 0.992410E+00 0.339075E+00
0.700000E+01 0.991185E+00 0.338656E+00
0.710000E+01 0.989285E+00 0.338007E+00
0.720000E+01 0.987072E+00 0.337251E+00
0.730000E+01 0.984866E+00 0.336497E+00
0.740000E+01 0.982955E+00 0.335844E+00
0.750000E+01 0.981593E+00 0.335379E+00
0.760000E+01 0.981014E+00 0.335181E+00
0.770000E+01 0.981421E+00 0.335320E+00
0.779999E+01 0.982377E+00 0.335647E+00
0.789999E+01 0.982304E+00 0.335622E+00
0.799999E+01 0.981405E+00 0.335315E+00
0.809999E+01 0.979983E+00 0.334829E+00
0.820000E+01 0.978306E+00 0.334256E+00
0.830000E+01 0.976618E+00 0.333679E+00
0.840000E+01 0.975144E+00 0.333175E+00
0.850000E+01 0.974082E+00 0.332813E+00
0.860000E+01 0.973619E+00 0.332654E+00
0.870000E+01 0.973916E+00 0.332756E+00
0.880000E+01 0.974673E+00 0.333014E+00
0.890000E+01 0.974638E+00 0.333003E+00
0.900000E+01 0.973954E+00 0.332769E+00
0.910000E+01 0.972849E+00 0.332391E+00
0.920000E+01 0.971536E+00 0.331942E+00
0.930000E+01 0.970203E+00 0.331487E+00
0.940000E+01 0.969030E+00 0.331086E+00
0.950000E+01 0.968180E+00 0.330796E+00
0.960000E+01 0.967800E+00 0.330666E+00
0.970000E+01 0.968026E+00 0.330743E+00
0.980000E+01 0.968640E+00 0.330953E+00
0.990000E+01 0.968627E+00 0.330949E+00
0.100000E+02 0.968089E+00 0.330765E+00
0.101000E+02 0.967206E+00 0.330463E+00
0.102000E+02 0.966148E+00 0.330102E+00
0.103000E+02 0.965069E+00 0.329733E+00
0.104000E+02 0.964117E+00 0.329408E+00
0.105000E+02 0.963420E+00 0.329170E+00
0.106000E+02 0.963104E+00 0.329062E+00
0.107000E+02 0.963280E+00 0.329122E+00
0.108000E+02 0.963785E+00 0.329294E+00
0.109000E+02 0.963787E+00 0.329295E+00
0.110000E+02 0.963351E+00 0.329146E+00
0.111000E+02 0.962632E+00 0.328900E+00
0.112000E+02 0.961761E+00 0.328603E+00
0.113000E+02 0.960872E+00 0.328299E+00
0.114000E+02 0.960080E+00 0.328028E+00
0.115000E+02 0.959498E+00 0.327830E+00
0.116000E+02 0.959232E+00 0.327739E+00
0.117000E+02 0.959374E+00 0.327787E+00
0.118000E+02 0.959797E+00 0.327932E+00
0.119000E+02 0.959805E+00 0.327934E+00
0.120000E+02 0.959448E+00 0.327813E+00
0.121000E+02 0.958847E+00 0.327607E+00
0.122000E+02 0.958120E+00 0.327359E+00
0.123000E+02 0.957373E+00 0.327104E+00
0.124000E+02 0.956705E+00 0.326875E+00
0.125000E+02 0.956213E+00 0.326707E+00
0.126000E+02 0.955986E+00 0.326630E+00
0.127000E+02 0.956100E+00 0.326669E+00
0.128000E+02 0.956460E+00 0.326792E+00
0.129000E+02 0.956473E+00 0.326796E+00
0.130000E+02 0.956172E+00 0.326693E+00
0.131000E+02 0.955666E+00 0.326520E+00
0.132000E+02 0.955050E+00 0.326310E+00
0.133000E+02 0.954413E+00 0.326092E+00
0.134000E+02 0.953841E+00 0.325897E+00
0.135000E+02 0.953420E+00 0.325753E+00
0.136000E+02 0.953221E+00 0.325685E+00
0.137000E+02 0.953318E+00 0.325718E+00
0.138000E+02 0.953630E+00 0.325825E+00
0.139000E+02 0.953645E+00 0.325830E+00
0.140000E+02 0.953388E+00 0.325742E+00
0.141000E+02 0.952954E+00 0.325594E+00
0.142000E+02 0.952424E+00 0.325413E+00
0.143000E+02 0.951875E+00 0.325225E+00
0.144000E+02 0.951384E+00 0.325057E+00
0.145000E+02 0.951017E+00 0.324932E+00
0.146000E+02 0.950844E+00 0.324873E+00
0.147000E+02 0.950925E+00 0.324901E+00
0.148000E+02 0.951197E+00 0.324994E+00
0.149000E+02 0.951211E+00 0.324998E+00
0.150000E+02 0.950992E+00 0.324924E+00
0.151000E+02 0.950615E+00 0.324794E+00
0.152000E+02 0.950155E+00 0.324637E+00
0.153000E+02 0.949679E+00 0.324475E+00
