0.100000E+00 0.000000E+00
0.200000E+00 0.000000E+00
0.300000E+00 0.000000E+00
0.400000E+00 0.497359E+00
0.500000E+00 0.000000E+00
0.600000E+00 0.221049E+00
0.700000E+00 0.000000E+00
0.800000E+00 0.000000E+00
0.900000E+00 0.000000E+00
0.100000E+01 0.795774E-01
0.110000E+01 0.263066E+00
0.120000E+01 0.552621E-01
0.130000E+01 0.000000E+00
0.140000E+01 0.121802E+00
0.150000E+01 0.707355E-01
0.160000E+01 0.932548E-01
0.170000E+01 0.550709E-01
0.180000E+01 0.982438E-01
0.190000E+01 0.881744E-01
0.200000E+01 0.994718E-01
0.210000E+01 0.902239E-01
0.220000E+01 0.822081E-01
0.230000E+01 0.451290E-01
0.240000E+01 0.967087E-01
0.250000E+01 0.891268E-01
0.260000E+01 0.706309E-01
0.270000E+01 0.654959E-01
0.280000E+01 0.710513E-01
0.290000E+01 0.567735E-01
0.300000E+01 0.106103E+00
0.310000E+01 0.910877E-01
0.320000E+01 0.777124E-01
0.330000E+01 0.102304E+00
0.340000E+01 0.963742E-01
0.350000E+01 0.584651E-01
0.360000E+01 0.675426E-01
0.370000E+01 0.639410E-01
0.380000E+01 0.115729E+00
0.390000E+01 0.261596E-01
0.400000E+01 0.895247E-01
0.410000E+01 0.662752E-01
0.420000E+01 0.112780E+00
0.430000E+01 0.731649E-01
0.440000E+01 0.115091E+00
0.450000E+01 0.392976E-01
0.460000E+01 0.940188E-01
0.470000E+01 0.684460E-01
0.480000E+01 0.310850E-01
0.490000E+01 0.894875E-01
0.500000E+01 0.114592E+00
0.510000E+01 0.100963E+00
0.520000E+01 0.706310E-01
0.530000E+01 0.736567E-01
0.540000E+01 0.764119E-01
0.550000E+01 0.736586E-01
0.560000E+01 0.761265E-01
0.570000E+01 0.734788E-01
0.580000E+01 0.756980E-01
0.590000E+01 0.731537E-01
0.600000E+01 0.839985E-01
0.610000E+01 0.662968E-01
0.620000E+01 0.745263E-01
0.630000E+01 0.106264E+00
0.640000E+01 0.757696E-01
0.650000E+01 0.809902E-01
0.660000E+01 0.621129E-01
0.670000E+01 0.868635E-01
0.680000E+01 0.843274E-01
0.690000E+01 0.601721E-01
0.700000E+01 0.763295E-01
0.710000E+01 0.978736E-01
0.720000E+01 0.706128E-01
0.730000E+01 0.776512E-01
0.740000E+01 0.712071E-01
0.750000E+01 0.763945E-01
0.760000E+01 0.771528E-01
0.770000E+01 0.100663E+00
0.779999E+01 0.667070E-01
0.789999E+01 0.650289E-01
0.799999E+01 0.770908E-01
0.809999E+01 0.836893E-01
0.820000E+01 0.887614E-01
0.830000E+01 0.808598E-01
0.840000E+01 0.665402E-01
0.850000E+01 0.892150E-01
0.860000E+01 0.688610E-01
0.870000E+01 0.704412E-01
0.880000E+01 0.780978E-01
0.890000E+01 0.683155E-01
0.900000E+01 0.903843E-01
0.910000E+01 0.807210E-01
0.920000E+01 0.714543E-01
0.930000E+01 0.837270E-01
0.940000E+01 0.900605E-01
0.950000E+01 0.767118E-01
0.960000E+01 0.751220E-01
0.970000E+01 0.668150E-01
0.980000E+01 0.770585E-01
0.990000E+01 0.755097E-01
0.100000E+02 0.748028E-01
