0.100000E+00 0.000000E+00
0.200000E+00 0.000000E+00
0.300000E+00 0.000000E+00
0.400000E+00 0.000000E+00
0.500000E+00 0.000000E+00
0.600000E+00 0.000000E+00
0.700000E+00 0.779534E+00
0.800000E+00 0.000000E+00
0.900000E+00 0.235785E+00
0.100000E+01 0.000000E+00
0.110000E+01 0.000000E+00
0.120000E+01 0.530516E+00
0.130000E+01 0.000000E+00
0.140000E+01 0.194884E+00
0.150000E+01 0.339530E+00
0.160000E+01 0.000000E+00
0.170000E+01 0.881134E-01
0.180000E+01 0.471570E+00
0.190000E+01 0.529047E-01
0.200000E+01 0.000000E+00
0.210000E+01 0.259845E+00
0.220000E+01 0.157840E+00
0.230000E+01 0.144413E+00
0.240000E+01 0.132629E+00
0.250000E+01 0.366693E+00
0.260000E+01 0.000000E+00
0.270000E+01 0.209587E+00
0.280000E+01 0.487209E-01
0.290000E+01 0.181675E+00
0.300000E+01 0.360751E+00
0.310000E+01 0.794947E-01
0.320000E+01 0.149208E+00
0.330000E+01 0.210453E+00
0.340000E+01 0.220284E-01
0.350000E+01 0.218270E+00
0.360000E+01 0.294732E+00
0.370000E+01 0.111606E+00
0.380000E+01 0.529047E-01
0.390000E+01 0.200906E+00
0.400000E+01 0.202923E+00
0.410000E+01 0.181783E+00
0.420000E+01 0.649613E-01
0.430000E+01 0.247900E+00
0.440000E+01 0.118380E+00
0.450000E+01 0.150903E+00
0.460000E+01 0.216619E+00
0.470000E+01 0.172916E+00
0.480000E+01 0.165787E+00
0.490000E+01 0.143180E+00
0.500000E+01 0.190986E+00
0.510000E+01 0.127275E+00
0.520000E+01 0.169514E+00
0.530000E+01 0.190374E+00
0.540000E+01 0.130992E+00
0.550000E+01 0.126272E+00
0.560000E+01 0.158343E+00
0.570000E+01 0.258645E+00
0.580000E+01 0.136256E+00
0.590000E+01 0.877845E-01
0.600000E+01 0.217512E+00
0.610000E+01 0.164245E+00
0.620000E+01 0.158990E+00
0.630000E+01 0.105863E+00
0.640000E+01 0.205161E+00
0.650000E+01 0.235060E+00
0.660000E+01 0.876888E-01
0.670000E+01 0.187200E+00
0.680000E+01 0.132170E+00
0.690000E+01 0.165807E+00
0.700000E+01 0.167600E+00
0.710000E+01 0.227319E+00
0.720000E+01 0.117893E+00
0.730000E+01 0.172027E+00
0.740000E+01 0.111606E+00
0.750000E+01 0.217300E+00
0.760000E+01 0.171940E+00
0.770000E+01 0.122406E+00
0.779999E+01 0.163236E+00
0.789999E+01 0.171370E+00
0.799999E+01 0.134287E+00
0.809999E+01 0.174656E+00
0.820000E+01 0.181783E+00
0.830000E+01 0.188519E+00
0.840000E+01 0.812016E-01
0.850000E+01 0.200899E+00
0.860000E+01 0.168710E+00
0.870000E+01 0.151396E+00
0.880000E+01 0.187435E+00
0.890000E+01 0.106090E+00
0.900000E+01 0.200417E+00
0.910000E+01 0.170667E+00
0.920000E+01 0.144413E+00
0.930000E+01 0.141324E+00
0.940000E+01 0.190208E+00
0.950000E+01 0.143901E+00
0.960000E+01 0.215522E+00
0.970000E+01 0.105551E+00
0.980000E+01 0.194884E+00
0.990000E+01 0.149720E+00
0.100000E+02 0.190349E+00
