0.100000E+02 0.100000E-06
0.980000E+01 0.150000E-06
0.960000E+01 -.625000E-07
0.940000E+01 0.187500E-06
0.920000E+01 -.175000E-06
0.900000E+01 -.875000E-07
0.880000E+01 -.750000E-07
0.860000E+01 -.250000E-07
0.840000E+01 -.362500E-06
0.820000E+01 0.500000E-07
0.800000E+01 0.375000E-07
0.780000E+01 0.162500E-06
0.760000E+01 -.175000E-06
0.740000E+01 -.387500E-06
0.720000E+01 0.137500E-06
0.700000E+01 0.125000E-07
0.680000E+01 -.250000E-07
0.660000E+01 -.750000E-07
0.640000E+01 0.212500E-06
0.620000E+01 -.187500E-06
0.600000E+01 -.162500E-06
0.580000E+01 -.412500E-06
0.560000E+01 -.137500E-06
0.540000E+01 -.750000E-07
0.520000E+01 -.175000E-06
0.500000E+01 0.225000E-06
0.480000E+01 -.312500E-06
0.460000E+01 -.175000E-06
0.440000E+01 0.625000E-07
0.420000E+01 0.275000E-06
0.400000E+01 0.500000E-07
0.380000E+01 0.250000E-07
0.360000E+01 0.300000E-06
0.340000E+01 0.587500E-06
0.320000E+01 0.387500E-06
0.300000E+01 -.350000E-06
0.280000E+01 -.675000E-06
0.260000E+01 0.900000E-06
0.240000E+01 -.197500E-05
0.220000E+01 -.183750E-05
0.200000E+01 -.240000E-05
0.180000E+01 -.242500E-05
0.160000E+01 -.246250E-05
0.140000E+01 -.247500E-05
0.120000E+01 -.250000E-05
0.100000E+01 -.250000E-05
0.800000E+00 -.250000E-05
0.600000E+00 -.250000E-05
0.400000E+00 -.250000E-05
0.200000E+00 -.250000E-05
0.100000E+02 -.735294E-08
0.980000E+01 0.551471E-08
0.960000E+01 -.238971E-07
0.940000E+01 0.330882E-07
0.920000E+01 0.183824E-08
0.900000E+01 0.349265E-07
0.880000E+01 0.110294E-07
0.860000E+01 0.275735E-07
0.840000E+01 0.496324E-07
0.820000E+01 -.919118E-08
0.800000E+01 -.183824E-08
0.780000E+01 0.110294E-07
0.760000E+01 -.367647E-07
0.740000E+01 0.551471E-08
0.720000E+01 -.919118E-08
0.700000E+01 0.386029E-07
0.680000E+01 -.294118E-07
0.660000E+01 -.220588E-07
0.640000E+01 0.220588E-07
0.620000E+01 0.735294E-08
0.600000E+01 0.294118E-07
0.580000E+01 -.257353E-07
0.560000E+01 -.551471E-08
0.540000E+01 -.202206E-07
0.520000E+01 0.294118E-07
0.500000E+01 0.128676E-07
0.480000E+01 0.551471E-07
0.460000E+01 -.588235E-07
0.440000E+01 0.441176E-07
0.420000E+01 -.238971E-07
0.400000E+01 0.202206E-07
0.380000E+01 -.165441E-07
0.360000E+01 -.294118E-07
0.340000E+01 0.477941E-07
0.320000E+01 -.937500E-07
0.300000E+01 0.115809E-06
0.280000E+01 0.459559E-07
0.260000E+01 -.154412E-06
0.240000E+01 -.514706E-07
0.220000E+01 -.218750E-06
0.200000E+01 -.334559E-06
0.180000E+01 -.352941E-06
0.160000E+01 -.360294E-06
0.140000E+01 -.367647E-06
0.120000E+01 -.367647E-06
0.100000E+01 -.365809E-06
0.800000E+00 -.367647E-06
0.600000E+00 -.367647E-06
0.400000E+00 -.367647E-06
0.200000E+00 -.367647E-06
